Restaurant ID,Restaurant Name,Location,Cuisine,Average Cost (per person),Rating,Votes,Sales (₹),Online Order
R107360,Restaurant_7360,Lucknow,Italian,1391,4.5,1537,1016798,Yes
R107361,Restaurant_7361,Bangalore,North Indian,635,4.1,617,163036,No
R107362,Restaurant_7362,Mumbai,Mexican,1303,4.8,3873,1581598,Yes
R107363,Restaurant_7363,Lucknow,Chinese,215,4.1,3554,1620150,No
R107364,Restaurant_7364,Pune,South Indian,1317,4.0,2672,561627,Yes
R107365,Restaurant_7365,Jaipur,Italian,529,4.1,4951,1199666,No
R107366,Restaurant_7366,Delhi,Chinese,1486,4.5,963,1682903,Yes
R107367,Restaurant_7367,Bangalore,Continental,556,4.7,4913,1818393,No
R107368,Restaurant_7368,Chennai,Mexican,426,3.2,97,1203825,Yes
R107369,Restaurant_7369,Bangalore,Japanese,764,3.0,793,52759,Yes
R107370,Restaurant_7370,Delhi,Mexican,463,2.6,2783,372837,Yes
R107371,Restaurant_7371,Pune,Mughlai,698,3.4,2722,782977,Yes
R107372,Restaurant_7372,Pune,Mexican,1422,4.6,4526,1565147,Yes
R107373,Restaurant_7373,Lucknow,Continental,610,2.7,4455,1865642,No
R107374,Restaurant_7374,Ahmedabad,Japanese,548,3.8,591,1174025,Yes
R107375,Restaurant_7375,Chennai,Japanese,600,4.2,4912,537442,No
R107376,Restaurant_7376,Lucknow,Fast Food,620,4.6,1256,1472714,No
R107377,Restaurant_7377,Chennai,Mexican,1105,4.0,233,413279,Yes
R107378,Restaurant_7378,Chennai,North Indian,856,3.0,4059,1907904,Yes
R107379,Restaurant_7379,Delhi,Fast Food,252,4.9,2031,551416,Yes
R107380,Restaurant_7380,Lucknow,Fast Food,477,2.7,4784,320793,Yes
R107381,Restaurant_7381,Chennai,Continental,750,4.4,4739,899938,Yes
R107382,Restaurant_7382,Kolkata,Italian,395,2.7,1306,1943628,No
R107383,Restaurant_7383,Delhi,North Indian,1231,2.9,2801,1958075,Yes
R107384,Restaurant_7384,Pune,Japanese,254,4.7,4146,137232,Yes
R107385,Restaurant_7385,Delhi,Mexican,841,4.4,3626,794725,No
R107386,Restaurant_7386,Mumbai,Fast Food,1121,3.4,4864,915936,Yes
R107387,Restaurant_7387,Mumbai,Chinese,1242,4.1,3830,614258,Yes
R107388,Restaurant_7388,Chennai,Chinese,1142,3.6,332,1095158,No
R107389,Restaurant_7389,Lucknow,Fast Food,1475,2.7,3650,1994819,No
R107390,Restaurant_7390,Pune,Mughlai,302,4.3,1259,379288,No
R107391,Restaurant_7391,Delhi,Mexican,1208,4.4,490,1528454,Yes
R107392,Restaurant_7392,Lucknow,Continental,1106,4.7,3857,286164,Yes
R107393,Restaurant_7393,Delhi,Japanese,1188,3.9,4784,624536,No
R107394,Restaurant_7394,Delhi,Fast Food,1279,4.2,523,361922,Yes
R107395,Restaurant_7395,Kolkata,North Indian,879,3.6,1907,1083482,Yes
R107396,Restaurant_7396,Mumbai,Fast Food,223,3.3,2829,1261725,No
R107397,Restaurant_7397,Delhi,Thai,1005,3.5,4805,1021373,Yes
R107398,Restaurant_7398,Kolkata,Japanese,434,4.8,4437,1914871,No
R107399,Restaurant_7399,Mumbai,Italian,1370,2.9,4392,996903,Yes
R107400,Restaurant_7400,Kolkata,Japanese,429,3.1,1991,659619,Yes
R107401,Restaurant_7401,Lucknow,North Indian,936,4.0,4333,1035184,Yes
R107402,Restaurant_7402,Ahmedabad,Thai,835,2.8,1596,444115,No
R107403,Restaurant_7403,Mumbai,Italian,1118,4.7,3405,1491662,Yes
R107404,Restaurant_7404,Jaipur,South Indian,1326,2.6,606,555423,No
R107405,Restaurant_7405,Ahmedabad,North Indian,440,4.4,4392,1621544,Yes
R107406,Restaurant_7406,Lucknow,Chinese,1081,3.4,3527,771593,Yes
R107407,Restaurant_7407,Delhi,Mughlai,1315,2.6,3280,432912,No
R107408,Restaurant_7408,Pune,Japanese,917,4.6,3388,1708839,No
R107409,Restaurant_7409,Lucknow,South Indian,461,4.1,1876,1793935,Yes
R107410,Restaurant_7410,Kolkata,Thai,795,2.5,2248,571794,Yes
R107411,Restaurant_7411,Kolkata,South Indian,1205,3.2,3406,668591,Yes
R107412,Restaurant_7412,Kolkata,Continental,175,3.4,4125,618865,Yes
R107413,Restaurant_7413,Kolkata,Mexican,404,3.3,4269,1020096,Yes
R107414,Restaurant_7414,Lucknow,Japanese,1229,3.7,3861,1003688,Yes
R107415,Restaurant_7415,Pune,Mexican,442,3.8,1944,519994,Yes
R107416,Restaurant_7416,Bangalore,Chinese,786,3.5,1802,1985801,Yes
R107417,Restaurant_7417,Kolkata,South Indian,379,3.3,4804,1629458,Yes
R107418,Restaurant_7418,Bangalore,Thai,202,3.8,3851,1014486,Yes
R107419,Restaurant_7419,Pune,Chinese,1103,2.6,2705,1104953,Yes
R107420,Restaurant_7420,Pune,Mexican,250,4.1,3568,506354,Yes
R107421,Restaurant_7421,Ahmedabad,South Indian,953,4.0,1530,571372,Yes
R107422,Restaurant_7422,Mumbai,Chinese,1018,3.2,2628,301879,No
R107423,Restaurant_7423,Jaipur,North Indian,416,2.9,4870,1902184,No
R107424,Restaurant_7424,Chennai,Fast Food,151,2.7,1603,1780587,Yes
R107425,Restaurant_7425,Jaipur,Mughlai,171,4.0,695,176423,No
R107426,Restaurant_7426,Lucknow,Italian,727,3.9,1876,1548692,Yes
R107427,Restaurant_7427,Chennai,North Indian,361,3.8,1599,1410794,No
R107428,Restaurant_7428,Pune,Chinese,1409,5.0,1748,313625,No
R107429,Restaurant_7429,Jaipur,Thai,678,3.8,3620,368283,Yes
R107430,Restaurant_7430,Hyderabad,Continental,537,4.3,4663,483489,Yes
R107431,Restaurant_7431,Mumbai,Fast Food,163,2.8,3476,1631797,No
R107432,Restaurant_7432,Jaipur,Italian,668,3.2,3754,308951,Yes
R107433,Restaurant_7433,Mumbai,North Indian,1395,3.2,3274,789313,No
R107434,Restaurant_7434,Bangalore,Continental,765,3.9,4474,149749,Yes
R107435,Restaurant_7435,Lucknow,Continental,1111,3.3,4835,632006,No
R107436,Restaurant_7436,Mumbai,Continental,552,4.1,4624,55768,Yes
R107437,Restaurant_7437,Bangalore,Fast Food,436,4.2,440,992703,No
R107438,Restaurant_7438,Kolkata,South Indian,533,2.6,4557,908410,No
R107439,Restaurant_7439,Bangalore,North Indian,1420,4.1,1331,1435496,No
R107440,Restaurant_7440,Lucknow,South Indian,1264,2.8,556,574893,Yes
R107441,Restaurant_7441,Ahmedabad,Japanese,975,3.7,1772,1149841,Yes
R107442,Restaurant_7442,Kolkata,Fast Food,461,4.3,1007,773472,Yes
R107443,Restaurant_7443,Pune,Continental,875,4.3,1784,1890748,Yes
R107444,Restaurant_7444,Delhi,Continental,192,3.2,812,235734,No
R107445,Restaurant_7445,Bangalore,Fast Food,1247,3.2,2605,623717,Yes
R107446,Restaurant_7446,Bangalore,Japanese,903,3.6,2661,854873,Yes
R107447,Restaurant_7447,Mumbai,Mughlai,1142,3.0,3743,1458345,Yes
R107448,Restaurant_7448,Pune,Thai,1025,4.9,1809,804828,Yes
R107449,Restaurant_7449,Jaipur,Mughlai,1489,3.4,2939,1733241,Yes
R107450,Restaurant_7450,Hyderabad,South Indian,883,4.8,1392,1323883,Yes
R107451,Restaurant_7451,Chennai,Fast Food,293,4.8,4130,710666,Yes
R107452,Restaurant_7452,Bangalore,Thai,358,3.4,1686,1180250,Yes
R107453,Restaurant_7453,Jaipur,Mughlai,1272,3.1,3559,1498328,Yes
R107454,Restaurant_7454,Hyderabad,South Indian,849,4.4,599,437791,Yes
R107455,Restaurant_7455,Chennai,Chinese,263,3.1,2055,128672,No
R107456,Restaurant_7456,Delhi,Mexican,324,3.8,2233,491654,Yes
R107457,Restaurant_7457,Mumbai,Thai,420,2.8,2615,672852,Yes
R107458,Restaurant_7458,Jaipur,Italian,212,3.5,808,1130388,Yes
R107459,Restaurant_7459,Mumbai,Thai,1157,2.7,373,1127285,No
R107460,Restaurant_7460,Chennai,South Indian,945,3.2,1975,688942,Yes
R107461,Restaurant_7461,Ahmedabad,Continental,374,4.2,160,513937,No
R107462,Restaurant_7462,Bangalore,South Indian,310,5.0,1873,1554730,Yes
R107463,Restaurant_7463,Kolkata,North Indian,1209,3.1,3671,1937725,Yes
R107464,Restaurant_7464,Hyderabad,Continental,530,3.7,1188,1348154,Yes
R107465,Restaurant_7465,Pune,South Indian,467,3.6,1770,333090,No
R107466,Restaurant_7466,Lucknow,Mughlai,857,3.0,773,72591,Yes
R107467,Restaurant_7467,Bangalore,Mexican,605,4.0,2462,1524200,Yes
R107468,Restaurant_7468,Kolkata,South Indian,1442,4.3,816,1632259,Yes
R107469,Restaurant_7469,Lucknow,Mughlai,493,2.9,4977,1113589,Yes
R107470,Restaurant_7470,Jaipur,Italian,1213,4.4,3431,450204,No
R107471,Restaurant_7471,Lucknow,North Indian,563,4.3,2210,1674028,No
R107472,Restaurant_7472,Delhi,Chinese,1395,3.0,1343,371298,Yes
R107473,Restaurant_7473,Bangalore,North Indian,1454,4.1,2417,1678258,Yes
R107474,Restaurant_7474,Mumbai,Continental,374,3.5,4067,1585512,Yes
R107475,Restaurant_7475,Ahmedabad,Mexican,1327,4.2,4320,599167,No
R107476,Restaurant_7476,Pune,North Indian,429,3.7,2008,460696,Yes
R107477,Restaurant_7477,Mumbai,Thai,1212,2.6,4271,1766156,Yes
R107478,Restaurant_7478,Kolkata,Chinese,878,4.5,1044,61810,Yes
R107479,Restaurant_7479,Bangalore,Continental,770,3.9,1901,636674,Yes
R107480,Restaurant_7480,Ahmedabad,Thai,1124,4.3,3026,83934,Yes
R107481,Restaurant_7481,Lucknow,Continental,722,2.8,3921,480293,No
R107482,Restaurant_7482,Bangalore,Thai,638,4.3,3273,1909276,No
R107483,Restaurant_7483,Lucknow,Japanese,1157,3.5,4060,1084544,No
R107484,Restaurant_7484,Jaipur,Mexican,1086,4.5,4344,874733,Yes
R107485,Restaurant_7485,Delhi,Mughlai,1371,4.0,1272,877284,Yes
R107486,Restaurant_7486,Chennai,North Indian,1449,3.4,4832,842280,Yes
R107487,Restaurant_7487,Bangalore,Italian,1345,3.0,1526,1139880,Yes
R107488,Restaurant_7488,Kolkata,Thai,933,4.5,4927,804407,Yes
R107489,Restaurant_7489,Lucknow,Japanese,657,3.9,990,829861,Yes
R107490,Restaurant_7490,Mumbai,Mexican,554,5.0,3301,1494333,Yes
R107491,Restaurant_7491,Jaipur,Italian,1444,3.4,867,1186296,Yes
R107492,Restaurant_7492,Kolkata,North Indian,921,4.2,3966,764626,Yes
R107493,Restaurant_7493,Pune,Japanese,813,4.1,2120,739276,No
R107494,Restaurant_7494,Chennai,Italian,280,4.1,686,1879704,Yes
R107495,Restaurant_7495,Jaipur,Chinese,1469,4.3,4856,1735911,Yes
R107496,Restaurant_7496,Delhi,Fast Food,1433,2.8,2426,1669179,Yes
R107497,Restaurant_7497,Chennai,Continental,430,3.9,3725,406206,Yes
R107498,Restaurant_7498,Lucknow,Continental,569,3.8,3451,1867567,No
R107499,Restaurant_7499,Kolkata,South Indian,1365,3.4,2570,1533408,Yes
R107500,Restaurant_7500,Pune,Chinese,786,3.6,2575,1299896,Yes
R107501,Restaurant_7501,Hyderabad,Fast Food,957,3.8,2685,1965223,Yes
R107502,Restaurant_7502,Delhi,South Indian,497,3.3,4264,591447,Yes
R107503,Restaurant_7503,Ahmedabad,Italian,578,3.2,309,1747413,Yes
R107504,Restaurant_7504,Lucknow,South Indian,696,4.3,3046,1638744,Yes
R107505,Restaurant_7505,Hyderabad,Thai,1089,2.7,805,475486,Yes
R107506,Restaurant_7506,Bangalore,Chinese,551,3.3,4151,220047,No
R107507,Restaurant_7507,Pune,Japanese,1220,4.1,115,1370919,Yes
R107508,Restaurant_7508,Mumbai,Japanese,814,3.0,4127,672257,Yes
R107509,Restaurant_7509,Ahmedabad,Fast Food,899,3.9,2828,1537349,Yes
R107510,Restaurant_7510,Kolkata,North Indian,1109,3.3,1219,1944011,Yes
R107511,Restaurant_7511,Pune,Japanese,786,4.6,4174,1924954,No
R107512,Restaurant_7512,Chennai,Chinese,1028,3.4,1716,58798,Yes
R107513,Restaurant_7513,Jaipur,Mexican,236,3.1,709,78279,Yes
R107514,Restaurant_7514,Chennai,Continental,664,3.8,3591,804093,Yes
R107515,Restaurant_7515,Chennai,Mexican,1153,2.8,410,110716,Yes
R107516,Restaurant_7516,Bangalore,South Indian,1338,4.5,3847,616252,Yes
R107517,Restaurant_7517,Delhi,Mughlai,1396,4.2,2123,178245,No
R107518,Restaurant_7518,Mumbai,Thai,1010,4.4,3411,1296796,Yes
R107519,Restaurant_7519,Ahmedabad,Mughlai,1470,3.5,2168,1618861,Yes
R107520,Restaurant_7520,Delhi,Chinese,1065,4.6,3983,224394,Yes
R107521,Restaurant_7521,Pune,Mughlai,600,3.7,3810,273384,Yes
R107522,Restaurant_7522,Chennai,Mexican,490,2.7,226,1095743,Yes
R107523,Restaurant_7523,Bangalore,North Indian,570,3.1,4090,764891,Yes
R107524,Restaurant_7524,Pune,Chinese,530,4.3,1362,1255844,No
R107525,Restaurant_7525,Jaipur,Continental,154,4.7,4720,644135,Yes
R107526,Restaurant_7526,Mumbai,Fast Food,797,2.7,4049,1709249,No
R107527,Restaurant_7527,Ahmedabad,Chinese,1177,4.7,3097,1419035,Yes
R107528,Restaurant_7528,Jaipur,Italian,465,4.5,580,770164,Yes
R107529,Restaurant_7529,Bangalore,Continental,1251,3.4,3605,1641536,Yes
R107530,Restaurant_7530,Mumbai,Chinese,680,4.2,3555,423716,Yes
R107531,Restaurant_7531,Pune,Italian,504,3.0,4638,731494,No
R107532,Restaurant_7532,Chennai,Continental,1206,4.5,3467,904336,Yes
R107533,Restaurant_7533,Chennai,South Indian,811,4.1,3700,265084,No
R107534,Restaurant_7534,Lucknow,Japanese,1312,3.6,1311,336281,Yes
R107535,Restaurant_7535,Chennai,Thai,1445,4.7,2936,688882,Yes
R107536,Restaurant_7536,Hyderabad,Japanese,1369,2.8,4992,980405,Yes
R107537,Restaurant_7537,Chennai,Mexican,276,4.6,4438,516863,Yes
R107538,Restaurant_7538,Hyderabad,Fast Food,498,2.6,305,588496,Yes
R107539,Restaurant_7539,Kolkata,Japanese,1217,4.4,1828,355138,Yes
R107540,Restaurant_7540,Hyderabad,Chinese,891,3.9,4810,504215,Yes
R107541,Restaurant_7541,Mumbai,South Indian,877,4.2,4410,1339768,No
R107542,Restaurant_7542,Jaipur,Mughlai,393,3.5,2030,535142,No
R107543,Restaurant_7543,Mumbai,Mexican,158,4.7,1637,1538083,No
R107544,Restaurant_7544,Jaipur,Japanese,861,3.3,3602,1009135,Yes
R107545,Restaurant_7545,Lucknow,North Indian,995,3.2,450,265126,Yes
R107546,Restaurant_7546,Kolkata,Fast Food,1252,3.3,4922,1810262,Yes
R107547,Restaurant_7547,Jaipur,Mughlai,1363,4.4,3687,510234,Yes
R107548,Restaurant_7548,Jaipur,Thai,235,3.7,1264,72710,Yes
R107549,Restaurant_7549,Bangalore,Chinese,420,3.8,1197,964759,Yes
R107550,Restaurant_7550,Delhi,South Indian,662,4.6,3998,1608826,Yes
R107551,Restaurant_7551,Delhi,Continental,1193,4.6,2500,744669,Yes
R107552,Restaurant_7552,Bangalore,Japanese,279,2.9,3443,475997,Yes
R107553,Restaurant_7553,Chennai,North Indian,987,3.9,3192,1891251,Yes
R107554,Restaurant_7554,Bangalore,Fast Food,919,2.8,923,99907,Yes
R107555,Restaurant_7555,Jaipur,Thai,1180,4.7,423,1500152,Yes
R107556,Restaurant_7556,Jaipur,Japanese,1001,4.6,1244,691255,Yes
R107557,Restaurant_7557,Bangalore,Thai,1086,4.6,3577,559038,No
R107558,Restaurant_7558,Bangalore,Mughlai,1483,4.3,3531,1769642,Yes
R107559,Restaurant_7559,Chennai,Mughlai,1050,3.7,4446,953781,No
R107560,Restaurant_7560,Mumbai,Mexican,622,3.5,2199,1955368,No
R107561,Restaurant_7561,Kolkata,Japanese,1275,3.5,2107,1147967,No
R107562,Restaurant_7562,Pune,South Indian,487,2.7,3162,740415,No
R107563,Restaurant_7563,Jaipur,Fast Food,468,4.9,2467,458284,Yes
R107564,Restaurant_7564,Kolkata,Continental,1198,3.6,175,414813,Yes
R107565,Restaurant_7565,Bangalore,Continental,870,4.8,2882,1215851,No
R107566,Restaurant_7566,Chennai,Chinese,292,4.7,4528,149613,Yes
R107567,Restaurant_7567,Hyderabad,Chinese,806,4.6,499,1318046,Yes
R107568,Restaurant_7568,Chennai,Fast Food,1322,4.0,4668,719237,No
R107569,Restaurant_7569,Ahmedabad,Japanese,1228,2.8,1059,1795620,No
R107570,Restaurant_7570,Ahmedabad,Japanese,620,3.3,3828,559430,No
R107571,Restaurant_7571,Kolkata,Mughlai,512,4.0,991,339137,Yes
R107572,Restaurant_7572,Delhi,North Indian,799,2.5,3653,370631,No
R107573,Restaurant_7573,Ahmedabad,Chinese,358,2.6,4030,730010,Yes
R107574,Restaurant_7574,Ahmedabad,North Indian,1358,4.2,4418,1887478,Yes
R107575,Restaurant_7575,Mumbai,Japanese,1238,4.7,551,1769106,No
R107576,Restaurant_7576,Hyderabad,Chinese,698,4.6,3868,1185336,No
R107577,Restaurant_7577,Mumbai,Continental,1285,2.9,1300,1137758,Yes
R107578,Restaurant_7578,Hyderabad,Thai,412,4.8,2438,750385,Yes
R107579,Restaurant_7579,Lucknow,Chinese,1249,4.2,2369,238547,Yes
R107580,Restaurant_7580,Pune,Japanese,1469,4.3,3245,272305,Yes
R107581,Restaurant_7581,Jaipur,Japanese,1351,3.3,3007,193461,No
R107582,Restaurant_7582,Ahmedabad,Thai,915,4.3,1246,1843451,Yes
R107583,Restaurant_7583,Jaipur,North Indian,150,4.3,3324,1353718,No
R107584,Restaurant_7584,Ahmedabad,Fast Food,297,4.0,1106,1312696,Yes
R107585,Restaurant_7585,Mumbai,Thai,1025,3.4,2308,293653,No
R107586,Restaurant_7586,Pune,Continental,1135,4.5,4958,1426853,Yes
R107587,Restaurant_7587,Mumbai,Japanese,1302,4.8,3098,1223028,Yes
R107588,Restaurant_7588,Mumbai,South Indian,662,4.7,3172,1005833,No
R107589,Restaurant_7589,Hyderabad,Continental,778,3.1,1956,1500655,Yes
R107590,Restaurant_7590,Delhi,North Indian,1121,3.6,2989,234954,No
R107591,Restaurant_7591,Chennai,Thai,1322,3.4,3528,1185515,Yes
R107592,Restaurant_7592,Kolkata,Japanese,1442,4.3,590,1530665,Yes
R107593,Restaurant_7593,Jaipur,Japanese,802,4.6,567,1511891,Yes
R107594,Restaurant_7594,Lucknow,Thai,1278,3.0,4278,1314905,Yes
R107595,Restaurant_7595,Ahmedabad,Fast Food,615,4.9,473,1225322,Yes
R107596,Restaurant_7596,Mumbai,Thai,913,4.2,907,52899,Yes
R107597,Restaurant_7597,Delhi,Chinese,1169,3.0,4227,1072371,No
R107598,Restaurant_7598,Mumbai,Italian,1078,3.4,2886,1281108,No
R107599,Restaurant_7599,Pune,Fast Food,1454,2.8,1802,1510639,No
R107600,Restaurant_7600,Hyderabad,Italian,943,4.0,1716,1579186,No
R107601,Restaurant_7601,Lucknow,North Indian,1049,2.9,1913,1463014,Yes
R107602,Restaurant_7602,Chennai,Mughlai,824,4.2,4511,1274140,Yes
R107603,Restaurant_7603,Pune,Continental,1158,4.3,2463,85516,No
R107604,Restaurant_7604,Bangalore,Mexican,1376,3.7,2168,1792208,Yes
R107605,Restaurant_7605,Lucknow,Thai,430,2.7,4471,1961326,Yes
R107606,Restaurant_7606,Mumbai,Continental,1065,4.0,1399,1636450,Yes
R107607,Restaurant_7607,Pune,Mexican,1430,3.4,2941,1109798,Yes
R107608,Restaurant_7608,Chennai,North Indian,1267,4.9,1120,1454213,Yes
R107609,Restaurant_7609,Delhi,North Indian,473,3.8,1803,146127,Yes
R107610,Restaurant_7610,Delhi,Mughlai,940,2.7,2186,499441,Yes
R107611,Restaurant_7611,Jaipur,Fast Food,1235,4.1,3908,1490899,Yes
R107612,Restaurant_7612,Chennai,Continental,336,4.4,1470,1649151,No
R107613,Restaurant_7613,Delhi,Continental,1064,2.9,3537,308096,Yes
R107614,Restaurant_7614,Pune,Thai,691,3.6,2991,1570059,Yes
R107615,Restaurant_7615,Jaipur,North Indian,1046,4.4,4315,1752772,No
R107616,Restaurant_7616,Delhi,Mexican,1477,2.6,1438,1025019,Yes
R107617,Restaurant_7617,Lucknow,South Indian,788,2.6,669,472817,Yes
R107618,Restaurant_7618,Hyderabad,Mughlai,585,4.2,3449,274221,Yes
R107619,Restaurant_7619,Bangalore,Fast Food,362,4.3,1306,725145,Yes
R107620,Restaurant_7620,Chennai,Japanese,967,4.6,4827,676693,Yes
R107621,Restaurant_7621,Pune,South Indian,1111,3.5,3768,106907,Yes
R107622,Restaurant_7622,Ahmedabad,Chinese,1307,3.5,1060,280603,Yes
R107623,Restaurant_7623,Mumbai,Italian,1109,3.9,2733,396480,No
R107624,Restaurant_7624,Pune,Mughlai,1066,4.4,475,786125,Yes
R107625,Restaurant_7625,Delhi,Mexican,1142,4.1,4074,1033761,Yes
R107626,Restaurant_7626,Pune,South Indian,1064,3.3,266,831859,No
R107627,Restaurant_7627,Ahmedabad,Mexican,1392,3.4,659,1869554,No
R107628,Restaurant_7628,Mumbai,Thai,570,4.4,4503,1240168,Yes
R107629,Restaurant_7629,Jaipur,Mughlai,468,3.8,235,606720,No
R107630,Restaurant_7630,Delhi,North Indian,1330,2.7,774,1648518,No
R107631,Restaurant_7631,Kolkata,Fast Food,337,2.9,873,1218552,Yes
R107632,Restaurant_7632,Delhi,Mexican,311,4.6,1817,143496,No
R107633,Restaurant_7633,Bangalore,Continental,278,5.0,2027,388837,Yes
R107634,Restaurant_7634,Kolkata,South Indian,453,3.3,4824,1241389,Yes
R107635,Restaurant_7635,Bangalore,Continental,1262,3.5,3939,937211,No
R107636,Restaurant_7636,Ahmedabad,Mexican,1066,2.9,1234,534863,No
R107637,Restaurant_7637,Chennai,South Indian,1335,3.1,4429,1500396,Yes
R107638,Restaurant_7638,Mumbai,North Indian,1071,3.6,233,689814,No
R107639,Restaurant_7639,Hyderabad,Italian,1209,3.2,3658,1850239,No
R107640,Restaurant_7640,Jaipur,Italian,1400,4.3,3816,709047,Yes
R107641,Restaurant_7641,Hyderabad,Thai,300,3.8,1669,608082,No
R107642,Restaurant_7642,Lucknow,Chinese,742,4.6,4376,1847716,No
R107643,Restaurant_7643,Lucknow,Italian,196,4.3,2485,554492,Yes
R107644,Restaurant_7644,Ahmedabad,Chinese,1089,2.8,784,724579,Yes
R107645,Restaurant_7645,Chennai,South Indian,809,2.8,207,1875096,Yes
R107646,Restaurant_7646,Lucknow,Italian,380,4.7,1391,1612856,Yes
R107647,Restaurant_7647,Delhi,Mexican,1151,4.5,3542,1956339,Yes
R107648,Restaurant_7648,Pune,North Indian,314,3.7,3304,549771,Yes
R107649,Restaurant_7649,Bangalore,Mexican,873,2.8,1125,1525149,Yes
R107650,Restaurant_7650,Lucknow,Mexican,969,4.7,1911,1633633,No
R107651,Restaurant_7651,Ahmedabad,Chinese,1239,3.1,2679,1642416,No
R107652,Restaurant_7652,Bangalore,Japanese,1253,2.6,3014,1149762,Yes
R107653,Restaurant_7653,Delhi,Japanese,289,4.8,938,1283985,No
R107654,Restaurant_7654,Chennai,Fast Food,549,4.5,1183,1677166,Yes
R107655,Restaurant_7655,Mumbai,Italian,279,4.2,4288,317221,No
R107656,Restaurant_7656,Hyderabad,North Indian,1134,2.6,4352,555581,Yes
R107657,Restaurant_7657,Delhi,North Indian,915,3.8,215,722520,Yes
R107658,Restaurant_7658,Jaipur,Continental,595,4.1,3806,1647587,Yes
R107659,Restaurant_7659,Kolkata,Mexican,178,4.4,4539,1638883,Yes
R107660,Restaurant_7660,Ahmedabad,North Indian,1375,3.7,170,615294,Yes
R107661,Restaurant_7661,Hyderabad,South Indian,1410,4.9,3047,1681475,No
R107662,Restaurant_7662,Jaipur,Mughlai,948,3.1,4558,1441872,Yes
R107663,Restaurant_7663,Mumbai,Mexican,438,2.7,3261,1509677,No
R107664,Restaurant_7664,Jaipur,Chinese,1425,3.3,2025,240034,Yes
R107665,Restaurant_7665,Chennai,Mexican,1126,4.2,3205,1334451,Yes
R107666,Restaurant_7666,Kolkata,North Indian,249,4.3,470,179677,Yes
R107667,Restaurant_7667,Bangalore,Thai,571,4.3,1779,1165776,Yes
R107668,Restaurant_7668,Hyderabad,South Indian,792,2.8,2885,1236244,No
R107669,Restaurant_7669,Kolkata,South Indian,843,4.7,4413,1482073,No
R107670,Restaurant_7670,Pune,Italian,855,3.2,2135,324376,No
R107671,Restaurant_7671,Delhi,Japanese,167,3.0,2435,285696,Yes
R107672,Restaurant_7672,Pune,Chinese,620,4.0,1827,1721053,Yes
R107673,Restaurant_7673,Delhi,Italian,872,3.0,2427,356107,Yes
R107674,Restaurant_7674,Chennai,Fast Food,1180,3.8,4344,1641270,No
R107675,Restaurant_7675,Kolkata,Mughlai,568,3.5,2907,696185,Yes
R107676,Restaurant_7676,Mumbai,Continental,529,3.1,4150,794571,Yes
R107677,Restaurant_7677,Lucknow,South Indian,657,3.2,1505,1487882,No
R107678,Restaurant_7678,Jaipur,Chinese,263,3.6,1038,1370099,Yes
R107679,Restaurant_7679,Lucknow,Japanese,1001,3.4,1940,991918,No
R107680,Restaurant_7680,Kolkata,Chinese,660,3.5,2532,315197,Yes
R107681,Restaurant_7681,Pune,Continental,1000,4.3,699,557938,Yes
R107682,Restaurant_7682,Lucknow,Continental,1125,2.9,1878,412491,Yes
R107683,Restaurant_7683,Ahmedabad,Italian,763,4.1,2478,1189964,No
R107684,Restaurant_7684,Lucknow,Mexican,618,4.2,4724,1013034,Yes
R107685,Restaurant_7685,Delhi,Fast Food,242,4.5,2367,202310,Yes
R107686,Restaurant_7686,Ahmedabad,Fast Food,1275,4.6,96,1642202,Yes
R107687,Restaurant_7687,Hyderabad,North Indian,642,2.9,4510,1817945,No
R107688,Restaurant_7688,Lucknow,Fast Food,912,2.8,2165,582743,No
R107689,Restaurant_7689,Ahmedabad,Chinese,1138,4.0,2304,921643,Yes
R107690,Restaurant_7690,Kolkata,Fast Food,628,4.4,122,177742,Yes
R107691,Restaurant_7691,Jaipur,Japanese,1026,3.2,3507,404949,Yes
R107692,Restaurant_7692,Hyderabad,Fast Food,316,3.8,2072,337949,No
R107693,Restaurant_7693,Mumbai,South Indian,289,4.4,4135,1088971,No
R107694,Restaurant_7694,Mumbai,North Indian,243,4.4,2127,227367,Yes
R107695,Restaurant_7695,Chennai,Chinese,1354,4.1,1076,1543055,No
R107696,Restaurant_7696,Lucknow,Continental,725,2.7,1593,691992,No
R107697,Restaurant_7697,Jaipur,Italian,1177,2.6,4666,1941117,Yes
R107698,Restaurant_7698,Bangalore,Mughlai,755,3.5,4546,1615543,Yes
R107699,Restaurant_7699,Ahmedabad,Italian,1445,2.6,2086,1708917,No
R107700,Restaurant_7700,Hyderabad,Mexican,1305,4.8,4799,1119720,No
R107701,Restaurant_7701,Kolkata,Mughlai,733,2.6,897,228149,Yes
R107702,Restaurant_7702,Lucknow,Japanese,965,2.6,4130,1881133,Yes
R107703,Restaurant_7703,Kolkata,Thai,742,2.9,1545,211109,No
R107704,Restaurant_7704,Bangalore,North Indian,835,4.1,984,1381969,No
R107705,Restaurant_7705,Chennai,Continental,1112,3.9,1445,689448,No
R107706,Restaurant_7706,Bangalore,Italian,1136,4.1,588,1433959,No
R107707,Restaurant_7707,Delhi,Fast Food,1225,4.7,3469,867508,Yes
R107708,Restaurant_7708,Pune,North Indian,1463,3.6,120,946505,Yes
R107709,Restaurant_7709,Hyderabad,Fast Food,595,2.6,305,120210,No
